decimalLatitude,decimalLongitude
-12.984517,-38.50679
-23.742617,-45.93159
-23.08621,-47.212063
-27.9088,-64.17258
-23.441832,-46.553154
-25.515411,-54.585056
-20.188396,-44.318356
-23.53745,-46.630756
-34.608204,-58.35397
-23.576815,-46.841537
-22.949541,-43.2724
-24.367409,-47.026203
-23.267408,-45.836803
-31.138767,-64.29336
-34.608204,-58.35397
-10.260792,-48.33675
-27.823591,-56.84794
-26.08,-56.8
-30.104813,-51.262474
-33.006138,-60.621336
-8.1178,-34.91984
-26.768322,-65.35287
-25.606855,-54.54876
-32.637833,-58.147835
-23.089382,-47.22089
-27.146154,-48.48104
-25.683304,-54.455452
-23.344856,-46.69035
-17.299221,-56.838127
-23.647215,-46.63021
-23.482533,-46.872017
-27.591827,-56.68894
-22.905396,-43.102722
-26.4329,-49.2411
-22.261608,-44.507496
-16.748102,-56.857372
-22.45396,-42.76605
-25.452484,-48.683952
-34.608204,-58.35397
-22.39533,-47.539967
-23.651972,-46.528458
-22.157246,-45.33609
-19.555666,-57.038612
-31.721,-60.516666
-18.115057,-63.7994
-25.525225,-49.2226
-22.948578,-46.974483
-30.052137,-51.17816
-24.162966,-46.825035
-30.154114,-51.215378
-26.511763,-49.11729
-22.963243,-46.526463
-23.535046,-46.682644
-23.371115,-46.67695
-27.028543,-65.66178
-12.877094,-46.67722
-23.005552,-46.525578
-13.907658,-40.029377
-20.566046,-48.56129
-23.676266,-46.529976
-23.469725,-45.169296
-27.593939,-48.51869
-23.760658,-45.798958
-23.716682,-46.257698
-22.880041,-46.983154
-34.599514,-58.51224
-23.51223,-45.175587
-23.85363,-46.144577
-22.905396,-43.102722
-22.405365,-47.524666
-23.523272,-46.52878
-22.967442,-43.22412
-23.576815,-46.841537
-27.021381,-65.659744
-24.72622,-65.49813
-23.469725,-45.169296
-16.748095,-56.85747
-23.852505,-46.173435
-15.317497,-55.85029
-28.110363,-48.653206
-31.794357,-52.316765
-22.475761,-46.62928
-23.985893,-46.384846
-34.491627,-58.478924
-21.233519,-44.967
-22.89857,-43.10836
-34.58255,-58.41701
-22.457052,-47.56897
-23.370893,-46.67595
-24.343817,-50.634182
-4.800474,-42.613045
-21.244444,-48.295834
-22.900236,-45.46886
-24.70505,-65.47658
-24.26784,-48.40946
-26.520718,-53.981667
-25.809511,-54.014366
-23.149248,-46.31063
-32.39676,-65.92232
-32.149235,-53.750637
-23.664263,-46.571735
-25.857317,-54.168785
-29.36473,-50.823135
-25.55,-54.570858
-23.576815,-46.841537
-25.544445,-54.57494
-26.4358,-48.87638
-22.310295,-42.49676
-15.437765,-55.78938
-23.609615,-46.7427
-22.878271,-45.96952
-27.183973,-58.690727
-22.3932,-47.56354
-26.192966,-58.20364
-31.45631,-57.9063
-25.683304,-54.455452
-26.266348,-49.517506
-31.768896,-60.41582
-21.255463,-48.30022
-23.535046,-46.682644
-22.958076,-48.57485
-22.31205,-42.459393
-25.620892,-54.541847
-26.08,-56.8
-17.28471,-39.67395
-18.105188,-63.59835
-23.094013,-47.232258
-28.010778,-59.27315
-16.37861,-56.620834
-22.405317,-47.5476
-23.583834,-46.64547
-22.982807,-44.54321
-22.142666,-54.65145
-25.6004,-54.56865
-25.612635,-54.571514
-22.908588,-45.950794
-23.144964,-44.174614
-23.65576,-46.541084
-23.535881,-46.677258
-25.6004,-54.56865
-26.80584,-59.613876
-16.3876,-39.16976
-21.620806,-49.269394
-23.197687,-47.330887
-26.749607,-48.677765
-23.523272,-46.52878
-15.630116,-56.12838
-15.437765,-55.78938
-15.924154,-46.11
-16.441072,-39.062965
-24.030182,-47.352463
-23.66,-46.570747
-25.49111,-54.61516
-24.105185,-49.322414
-16.866632,-42.967102
-27.339502,-58.96701
-22.11327,-45.087116
-16.3876,-39.16976
-24.016573,-47.152634
-28.713114,-49.64833
-27.572977,-56.677433
-21.471659,-44.681194
-23.618803,-64.94974
-22.707804,-42.99518
-27.253674,-55.54041
-24.160685,-55.393692
-27.145462,-48.921204
-25.624209,-54.575837
-22.93294,-45.455246
-20.817532,-41.89636
-23.582623,-46.653595
-9.595478,-55.93264
-23.612091,-46.866684
-15.65548,-47.858814
-22.952585,-46.753178
-24.72942,-59.594448
-20.522844,-54.659534
-29.46613,-53.28118
-20.01634,-43.81918
-30.969414,-57.93112
-22.406586,-44.624233
-25.263834,-57.543
-17.766424,-63.069763
-16.562252,-49.281918
-23.592634,-47.086147
-31.58709,-60.707294
-25.249004,-57.572357
-34.59916,-54.936703
-22.502695,-47.165104
-25.55,-54.570858
-23.06517,-46.38998
-25.859623,-53.981075
-23.583656,-46.62993
-23.988684,-46.285416
-24.364729,-47.023087
-20.448956,-54.694733
-13.900795,-39.995396
-23.664263,-46.571735
-25.520332,-54.583225
-34.336433,-58.711693
-22.759136,-46.688797
-20.514812,-54.58775
-25.55,-54.570858
-22.744444,-47.07174
-19.588509,-56.088173
-22.689444,-45.481945
-20.781631,-41.667614
-15.456264,-56.05635
-22.431982,-44.615078
-34.480164,-54.32753
-34.806168,-58.039
-23.583656,-46.62993
-20.455198,-54.568157
-16.37861,-56.620834
-21.325079,-48.290867
-19.601757,-42.40815
-23.583656,-46.62993
-15.763118,-48.90369
-25.3001,-57.55809
-28.081638,-65.57292
-24.135689,-46.916744
-23.53745,-46.630756
-23.966927,-46.329487
-26.904686,-48.655315
-11.015877,-37.48056
-22.928764,-42.95787
-22.42329,-42.79431
-32.51144,-58.29701
-29.355444,-49.731804
-23.586023,-46.645996
-22.367897,-47.52421
-23.635082,-46.521435
-27.705294,-48.534122
-23.98271,-46.24468
-23.53837,-46.834236
-34.621315,-58.47325
-18.726828,-39.854572
-26.079042,-56.849884
-19.854555,-54.451786
-23.53534,-46.53344
-22.948578,-46.974483
-9.546443,-35.62208
-23.576815,-46.841537
-26.513165,-49.117737
-27.652477,-64.98426
-32.149235,-53.750637
-25.37283,-57.629562
-23.208218,-45.97184
-23.589737,-46.651043
-26.974476,-58.5872
-24.827816,-65.18382
-22.920986,-43.269215
-34.44435,-57.72812
-22.033333,-60.6
-9.602852,-35.71601
-22.85405,-46.977215
-11.015877,-37.48056
-34.492,-58.479168
-22.027948,-45.83758
-27.357258,-50.644222
-24.030182,-47.352463
-23.089382,-47.22089
-21.812658,-48.093334
-22.405317,-47.5476
-23.576815,-46.841537
-25.919607,-54.583683
-27.664953,-55.678783
-23.26,-56.28
-23.584932,-45.8244
-25.55,-54.570858
-23.664263,-46.571735
-17.781994,-63.0968
-22.761555,-45.590153
-27.260098,-55.538742
-23.664534,-46.55384
-32.04273,-52.257587
-22.405317,-47.5476
-24.039276,-47.99379
-24.604586,-48.583714
-15.65548,-47.858814
-16.29262,-67.82647
-24.696112,-65.4125
