decimalLatitude,decimalLongitude
-22.955173,-43.167374
-22.89857,-43.10836
-34.85935,-56.200127
-22.027948,-45.83758
-23.56674,-46.718685
-28.473318,-48.87453
-28.479635,-65.74057
-25.61345,-55.345737
-34.608204,-58.35397
-23.776228,-45.646465
-23.53014,-46.726624
-22.066113,-47.847702
-23.206526,-49.331703
-25.560755,-54.560722
-25.715187,-54.448483
-25.55,-54.570858
-26.511763,-49.11729
-24.087006,-46.62322
-30.052137,-51.17816
-28.632143,-49.50907
-34.90079,-55.251053
-23.712715,-46.55688
-19.34912,-43.61895
-23.441994,-46.62246
-23.576815,-46.841537
-23.04155,-47.16312
-24.51615,-48.834633
-21.244444,-48.295834
-29.689722,-53.804312
-33.263249,-57.439874
-31.619215,-52.50727
-15.391956,-39.564426
-22.297062,-44.941784
-27.591827,-56.68894
-28.501824,-59.264209
-15.472226,-55.71901
-22.33603,-42.412163
-13.870668,-47.508297
-24.316387,-61.811504
-26.80406,-65.276481
-8.099796,-43.80943
-21.368408,-56.00758
-23.892998,-46.61889
-22.775255,-47.0945
-23.853584,-46.144547
-35.13493,-57.39069
-24.367409,-47.026203
-12.561541,-41.389557
-3.673839,-40.343468
-20.188396,-44.318356
-22.310295,-42.49676
-25.481106,-57.558617
-15.729682,-47.859373
-22.484606,-44.47095
-34.53852,-58.443703
-31.826988,-60.605328
-24.28276,-57.0086
-23.576815,-46.841537
-23.453707,-45.867153
-23.1977,-45.89791
-20.454187,-47.134445
-25.605389,-54.583954
-22.90844,-45.951206
-23.576815,-46.841537
-24.269945,-48.398617
-22.414248,-45.442375
-20.627596,-41.684204
-25.55,-54.570858
-23.638762,-46.62337
-20.566046,-48.56129
-26.897705,-48.705914
-23.456196,-46.492683
-15.65548,-47.858814
-23.461401,-45.05473
-12.643585,-45.084446
-26.07923,-56.849968
-26.8036,-65.317894
-22.930452,-45.572845
-34.4485,-57.716866
-7.905864,-35.07276
-23.033346,-45.60335
-34.53852,-58.443703
-25.55,-54.570858
-16.927895,-39.15498
-24.313766,-65.09819
-22.308846,-44.93465
-30.917738,-58.850082
-27.493261,-55.773388
-25.055605,-53.630116
-25.530764,-54.138916
-15.96112,-47.944252
-21.255463,-48.30022
-23.491941,-46.522892
-19.295921,-60.6196
-21.236162,-48.344135
-23.442184,-46.921562
-23.540558,-46.563618
-5.8454,-35.21593
-20.83227,-49.38346
-20.078333,-58.16111
-22.883781,-47.143562
-23.576815,-46.841537
-34.57941,-58.417397
-15.509768,-47.95979
-29.046871,-51.911816
-17.407814,-66.137955
-22.86742,-46.0429
-27.600195,-48.521183
-23.58579,-46.64794
-23.06937,-47.19691
-16.232922,-67.739494
-23.538641,-46.085487
-24.00366,-47.561188
-20.81717,-41.891693
-25.224028,-64.46627
-23.892137,-46.617979
-25.254593,-57.63786
-19.576391,-57.031143
-27.36041,-56.003796
-14.6833,-64.89312
-23.607727,-46.846634
-25.249146,-57.479717
-13.199991,-50.59047
-18.136,-64.828
-17.473976,-63.637535
-23.88895,-46.427643
-20.685087,-43.30088
-9.979333,-50.036545
-22.366974,-47.442406
-23.583656,-46.62993
-25.606855,-54.54876
-31.875082,-58.207798
-23.53745,-46.630756
-13.763229,-66.09843
-23.218863,-44.729637
-25.43124,-48.71001
-19.142178,-56.794685
-25.55,-54.570858
-18.499092,-47.010468
-15.463504,-55.713215
-26.095604,-56.838867
-34.777306,-55.8299
-21.196217,-47.792664
-23.403711,-45.013073
-23.98271,-46.24468
-27.43052,-58.949802
-23.775135,-45.673275
-12.984517,-38.50679
-21.964235,-46.78498
-24.249784,-65.2022
-23.13698,-44.189445
-34.627632,-58.607586
-22.90888,-47.04954
-32.045734,-60.6217
-23.494,-45.06859
-22.911545,-43.205685
-22.767714,-41.89782
-31.372114,-64.234604
-22.89857,-43.10836
-27.215921,-49.66236
-16.636866,-49.473312
-34.608204,-58.35397
-23.882486,-46.42212
-21.20203,-44.350693
-31.738022,-52.3385
-22.794704,-45.180855
-25.6004,-54.56865
-23.659859,-46.52175
-24.367409,-47.026203
-23.605944,-46.872684
-28.091896,-49.576187
-15.462919,-55.717247
-34.469345,-58.494965
-27.600195,-48.521183
-23.26183,-45.939392
-25.314556,-57.587
-23.255663,-57.71811
-23.65576,-46.541084
-8.889576,-35.143036
-28.261974,-55.945515
-15.606337,-56.02253
-30.015572,-51.167034
-25.670347,-54.45093
-23.561085,-46.75843
-16.97007,-65.412125
-23.580841,-46.733665
-19.47067,-56.910103
-22.2925,-47.49389
-15.422412,-39.541466
-15.437765,-55.78938
-22.450949,-42.77093
-23.09095,-47.222237
-23.190365,-46.88488
-19.150488,-40.06817
-34.597576,-58.383392
-22.885805,-46.02268
-16.37861,-56.620834
-22.112719,-45.055126
-22.924673,-48.438892
-23.603344,-46.740387
-27.740778,-57.25221
-34.481472,-58.498497
-25.35683,-57.57872
-31.272213,-58.00378
-23.48725,-46.58725
-15.394435,-55.83812
-23.576815,-46.841537
-24.31316,-49.197235
-25.579578,-54.550903
-23.03827,-45.56636
-14.329655,-40.215336
-13.657919,-63.696274
-22.92413,-43.26828
-23.48217,-46.533623
-22.084219,-47.731155
-23.659859,-46.52175
-23.576815,-46.841537
-22.878271,-45.96952
-22.405317,-47.5476
-25.55,-54.570858
-25.531143,-54.572002
-13.826477,-47.45923
-22.393581,-47.544205
-21.411234,-54.383633
-29.37049,-50.830708
-31.658562,-60.757057
-23.576815,-46.841537
-23.67987,-46.490536
-24.257902,-65.339325
-22.405317,-47.5476
-23.20025,-45.898674
-32.01494,-52.13562
-34.6075,-58.352253
-16.503078,-56.745335
-21.80601,-48.172012
-25.642454,-54.438286
-25.378326,-49.284336
-25.683304,-54.455452
-34.53852,-58.443703
-34.499138,-58.505363
-24.912281,-65.52145
-16.503078,-56.745335
-23.1977,-45.89791
-24.912281,-65.52145
-20.27948,-40.30492
-22.89857,-43.10836
-27.43052,-58.949802
-15.127695,-57.930843
-23.609615,-46.7427
-10.734731,-49.856712
-23.740398,-65.50367
-22.875347,-46.54071
-23.097164,-48.26414
-17.421997,-66.27458
-20.49277,-41.02675
-10.187453,-48.365124
-23.722542,-64.85244
-22.237295,-47.615704
-23.617447,-46.651325
-15.407195,-55.83177
-22.393581,-47.544205
-25.6004,-54.56865
-23.19097,-45.888306
-28.538008,-57.186554
-23.676634,-46.57394
-23.87311,-46.44595
-14.14214,-47.521534
-22.955173,-43.167374
-22.680847,-48.327698
-29.820597,-51.15135
-29.797638,-51.115826
-25.402084,-49.261505
-21.15579,-48.453297
-23.219498,-44.716137
-34.608204,-58.35397
-29.918184,-60.310024
-28.034021,-49.15021
-19.919722,-40.644722
-22.38665,-46.94908
-34.55993,-58.432507
-21.860895,-46.54334
-22.731205,-45.5957
-23.978724,-46.370674
-25.542955,-54.579464
-22.95605,-46.982113
-27.857103,-56.904404
-22.967442,-43.22412
-24.828718,-65.23389
-23.01268,-43.39697
-34.57213,-58.511295
-15.831388,-47.805412
-28.016966,-50.779507
-23.622244,-45.40801
-23.772802,-46.29076
-22.666578,-48.161053
-27.359377,-55.91089
-23.938656,-64.93071
-17.657845,-63.142548
-16.620695,-56.735313
-22.969719,-46.99583
-20.736128,-49.107075
-15.99895,-47.69023
-20.503708,-41.04009
-23.491941,-46.522892
-25.471853,-49.321236
-27.36041,-56.003796
-23.983355,-46.393486
-23.38993,-45.732502
-34.492,-58.479168
-22.921938,-46.57954
-29.59381,-50.974854
-33.60531,-58.74129
-25.345,-57.518776
-23.6566,-53.928883
-23.62741,-46.634888
-23.676266,-46.529976
-22.954071,-43.164673
-19.577219,-56.150867
-25.640366,-60.262283
-23.58537,-46.645832
-5.810885,-35.19466
-32.080112,-59.77979
-3.810367,-38.50325
-28.045622,-58.223763
-23.508554,-46.52189
-23.612421,-46.651424
-14.822986,-64.918526
-21.712711,-43.927353
-22.131191,-42.493412
-12.228089,-38.973976
-23.568819,-46.76939
-14.14214,-47.521534
-23.716682,-46.257698
-23.05692,-46.635357
-22.214167,-49.647797
-11.648066,-41.170986
-25.530764,-54.138916
-18.182735,-43.62045
-25.55,-54.570858
-22.475761,-46.62928
-23.664263,-46.571735
-20.470453,-40.982784
-23.58383,-46.64673
-26.779245,-48.671448
-23.58383,-46.64673
-34.606384,-58.435795
-23.56209,-46.65716
-23.814747,-45.40924
-21.26348,-48.48831
-25.507807,-54.627945
-24.260078,-64.41831
-25.857317,-54.168785
-18.842065,-41.90425
-27.362,-55.935
-22.951653,-43.175488
-12.984931,-38.620667
-16.37861,-56.620834
-24.016531,-46.564903
-24.190826,-65.26382
-34.899727,-57.802223
-24.733727,-65.39099
-28.128002,-57.43521
-25.561712,-54.63269
-21.984518,-47.87447
-23.255919,-46.90997
-24.055305,-54.298935
-17.079473,-49.587433
-29.70227,-53.80246
-27.239267,-55.559338
-34.469345,-58.494965
-25.6004,-54.56865
-23.508554,-46.52189
-25.6004,-54.56865
-30.052137,-51.17816
-17.357506,-56.768127
-21.252066,-51.681072
-22.376596,-49.128376
-18.834482,-54.98159
-22.756489,-41.901394
-25.573454,-49.268147
-22.393581,-47.544205
-16.74492,-66.72478
-34.889965,-56.091022
-34.608204,-58.35397
-26.528093,-53.97369
-20.032673,-43.875668
-16.758114,-56.87723
-23.215403,-46.859745
-20.32932,-40.287094
-25.5073,-54.61435
-22.67137,-46.673294
-23.6566,-53.928883
-27.020987,-48.62408
-22.905396,-43.102722
-25.515411,-54.585056
-21.15579,-48.453297
-22.92967,-43.181545
-13.763229,-66.09843
-25.614176,-49.50358
-22.484606,-44.47095
-23.491941,-46.522892
-25.237,-57.317
-29.53228,-50.24609
-31.220346,-50.95553
-27.255201,-55.53181
-23.214848,-44.765102
-22.946253,-46.900913
-12.998335,-38.47544
-19.952642,-56.30441
-15.444001,-55.824665
-13.734687,-46.35792
-22.113914,-47.828064
-23.50027,-46.71608
-8.051293,-48.480083
-23.44255,-47.08926
-27.508015,-57.09581
-26.379005,-49.24803
-25.595373,-54.589153
-34.563297,-58.41896
-23.535992,-46.67717
-22.40769,-47.741627
-22.423176,-47.55605
-25.29912,-57.63789
-22.471716,-46.985798
-20.07517,-43.444016
-22.444906,-44.61104
-19.999626,-50.35829
-8.051293,-48.480083
-23.170162,-45.89024
-28.45873,-48.974022
-23.583656,-46.62993
-23.635082,-46.521435
-23.56144,-46.73189
-15.65548,-47.858814
-15.920095,-46.13493
-23.790018,-45.60839
-22.352962,-44.79607
-20.188396,-44.318356
-28.925782,-50.835573
-23.576815,-46.841537
-18.080223,-58.055668
-16.463182,-41.718716
-34.608204,-58.35397
-20.095621,-55.964844
-27.16746,-58.35367
-23.612421,-46.651424
-21.26394,-48.398426
-29.608707,-53.76007
-16.37861,-56.620834
-21.48146,-51.923603
-17.82745,-64.66587
-23.583206,-46.64352
-17.82745,-64.66587
-27.43052,-58.949802
-25.507896,-49.036682
-26.43,-55.8
-25.287565,-57.559856
-23.583656,-46.62993
-23.56144,-46.73189
-19.987638,-52.206
-28.259218,-54.250294
-24.16042,-64.461975
-19.835598,-43.334126
-28.56702,-57.218807
-23.43176,-45.06955
-34.561195,-58.508636
-23.519882,-45.20656
-22.83374,-47.021954
-23.583656,-46.62993
-23.58383,-46.64673
-34.57941,-58.417397
-25.553226,-54.566303
-24.35,-54.4
-22.948578,-46.974483
-9.597527,-55.93148
-20.454683,-54.57732
-28.258162,-55.95816
-20.176586,-45.715637
-23.56674,-46.718685
-16.748095,-56.85747
-22.306263,-44.97442
-23.56359,-46.873035
-14.81906,-45.97688
-6.552119,-36.59273
-22.44872,-47.632298
-19.937,-43.963
-24.241522,-46.994408
-27.43052,-58.949802
-21.258675,-44.995667
-24.364729,-47.023087
-24.278486,-64.93007
-27.319162,-58.57258
-16.620695,-56.735313
-31.619215,-52.50727
-25.53992,-54.576824
-23.58262,-46.645504
-15.474823,-55.71948
-20.36574,-43.734726
-22.951653,-43.175488
-26.469574,-53.89249
-23.835281,-46.16505
-25.989128,-48.839092
-23.584932,-45.8244
-23.612421,-46.651424
-29.875463,-51.258514
-34.608204,-58.35397
-23.669456,-46.544487
-23.594585,-46.66299
-31.636598,-60.673732
-23.077265,-45.71143
-22.885618,-48.499584
-23.087591,-47.189167
-17.877443,-44.18453
-12.973377,-38.514023
-34.68023,-58.445164
-24.906961,-65.65104
-24.157858,-65.36532
-23.257673,-47.066296
-20.078333,-58.16111
-15.444001,-55.824665
-31.65348,-60.38825
-19.95613,-40.606422
-25.55,-54.570858
-20.173351,-42.26717
-25.680016,-54.445198
-22.199759,-48.66283
-14.875446,-64.874954
-23.613293,-46.655964
-24.956705,-60.95967
-22.384207,-46.943672
-27.39289,-48.70092
-23.59941,-46.657135
-24.260271,-64.418816
-25.579578,-54.550903
-22.458841,-43.218452
-14.81906,-45.97688
-22.713224,-47.63122
-23.708294,-46.645683
-30.042639,-51.185345
-22.212244,-54.8208
-22.352962,-44.79607
-22.714222,-47.650764
-23.318481,-47.684837
-26.47,-53.9
-34.610905,-58.357395
-8.051293,-48.480083
-23.344856,-46.69035
-23.681908,-46.733246
-21.708546,-48.0264
-27.03292,-50.138496
-23.586197,-46.659103
-23.58383,-46.64673
-23.90628,-46.31756
-31.769808,-60.36662
-27.710318,-57.187614
-25.493757,-53.601425
-24.783926,-65.43129
-22.130152,-42.480827
-22.393581,-47.544205
-31.739378,-60.527752
-34.608204,-58.35397
-34.538547,-58.443664
-14.14214,-47.521534
-22.49149,-44.563286
-24.669909,-65.4822
-23.56674,-46.718685
-23.664263,-46.571735
-23.351233,-45.669743
-23.456526,-46.49218
-16.549484,-68.093704
-34.78688,-58.379005
-24.318302,-64.513016
-25.554716,-48.302658
-21.250502,-48.318462
-9.602249,-35.71724
-15.405745,-55.830933
-34.786663,-58.37966
-23.087591,-47.189167
-23.583656,-46.62993
-19.921541,-43.98994
-23.649714,-46.519333
-23.576815,-46.841537
-14.14214,-47.521534
-20.412052,-40.681515
-24.938747,-47.80396
-26.39137,-58.368687
-23.639626,-46.629078
-23.693829,-64.86781
-16.748095,-56.85747
-23.200356,-49.357998
-20.04726,-43.87286
-25.341002,-57.641315
-29.351456,-59.972557
-20.84173,-49.296394
-20.236511,-56.399097
-25.314556,-57.587
-15.438457,-55.777393
-24.367409,-47.026203
-23.605387,-46.74303
-27.85324,-64.19347
-34.53852,-58.443703
-23.584932,-45.8244
-7.085497,-40.083866
-19.012949,-57.641445
-32.12189,-60.632782
-22.846615,-48.42313
-26.8036,-65.317894
-23.74559,-64.85332
-10.221024,-48.34666
-25.484259,-48.767868
-27.46213,-55.566086
-26.405575,-54.64513
-20.095621,-55.964844
-22.905396,-43.102722
-22.36377,-47.388447
-27.429327,-58.94834
-20.095621,-55.964844
-16.663721,-68.019615
-22.301287,-44.94069
-22.712458,-45.56747
-34.59098,-54.123287
-27.294138,-55.493404
-24.26784,-48.40946
-23.476393,-46.514732
-22.3932,-47.56354
-22.127241,-65.465485
-22.967442,-43.22412
-23.582623,-46.653595
-25.378326,-49.284336
-15.904592,-46.102486
-3.763156,-38.47234
-25.552273,-54.519566
-15.827521,-47.822487
-25.544243,-54.58681
-23.634558,-46.602528
-25.51914,-54.582333
-23.178967,-46.844387
-22.80669,-47.139107
-23.67263,-46.79114
-25.103071,-50.164948
-29.207575,-51.012627
-23.220354,-44.714455
-24.364729,-47.023087
-22.229155,-45.937363
-22.027948,-45.83758
-15.807765,-48.888474
-23.814552,-46.039577
-30.025463,-51.157707
-23.53745,-46.630756
-23.814009,-56.294376
-23.48725,-46.58725
-16.823528,-43.734833
-3.745791,-38.57511
-23.940163,-46.369347
-23.780231,-45.971287
-23.020576,-44.180275
-31.723328,-60.327236
-25.28599,-65.398865
-22.484606,-44.47095
-25.642454,-54.438286
-21.413826,-63.786148
-24.264908,-48.411983
-21.823933,-46.88353
-22.940792,-48.458015
-25.596079,-54.584904
-24.183786,-65.31557
-10.642058,-42.359512
-20.095621,-55.964844
-33.498463,-58.788357
-34.20305,-58.884197
-32.12189,-60.632782
-34.888,-55.265335
-23.57443,-46.628616
-22.81705,-43.431614
-20.717405,-43.76733
-22.89857,-43.10836
-31.854013,-60.54151
-34.67966,-58.308975
-15.738325,-47.928772
-25.515411,-54.585056
-23.635082,-46.521435
-25.560755,-54.560722
-22.948578,-46.974483
-26.343422,-58.222164
-15.65548,-47.858814
-12.473108,-41.455757
-34.19895,-58.881783
-24.120192,-65.40773
-23.612421,-46.651424
-24.142529,-60.678204
-24.15691,-65.38642
-22.484606,-44.47095
-28.128494,-48.647022
-23.469725,-45.169296
-23.551687,-64.966194
-25.474794,-57.531452
-34.275562,-58.72174
-23.576815,-46.841537
-22.850487,-47.939233
-25.272524,-57.633053
-23.583656,-46.62993
-25.55,-54.570858
-17.893936,-63.179413
-31.286999,-60.66346
-23.57443,-46.628616
-28.389044,-53.9141
-23.535046,-46.682644
-21.170404,-63.390587
-27.692144,-67.61893
-27.43052,-58.949802
-21.783278,-48.178337
-24.854383,-65.26906
-22.956583,-43.174877
-23.510548,-46.52009
-23.441832,-46.553154
-25.263788,-57.543144
-25.857317,-54.168785
-23.57443,-46.628616
-23.595333,-45.429085
-23.612421,-46.651424
-22.405317,-47.5476
-16.564848,-49.284492
-16.861868,-43.009205
-20.188396,-44.318356
-25.28795,-57.587124
-24.298239,-47.138252
-23.55149,-46.59502
-25.55,-54.570858
-23.453707,-45.867153
-16.439922,-39.06293
-15.444001,-55.824665
-25.472782,-49.32305
-25.410093,-57.58184
-23.576815,-46.841537
-23.638762,-46.62337
-23.52113,-47.056503
-14.875446,-64.874954
-23.397238,-45.884556
-23.586197,-46.659103
-16.50443,-56.6752
-34.469345,-58.494965
-26.637842,-55.664017
-34.730793,-58.386528
-20.253923,-46.55117
-32.276509,-60.687868
-34.371563,-58.752822
-23.53745,-46.630756
-30.104813,-51.262474
-22.967442,-43.22412
-22.519426,-44.57921
-22.405317,-47.5476
-28.189037,-65.78489
-34.608204,-58.35397
-27.097296,-65.649143
-19.893124,-48.89665
-22.281748,-64.69843
-22.384207,-46.943672
-19.117037,-43.672947
-17.407814,-66.137955
-25.133,-47.942
-22.007822,-44.92445
-22.458818,-43.21859
-25.55358,-54.58007
-23.540558,-46.563618
-22.405317,-47.5476
-29.45281,-51.923916
-15.745501,-47.88378
-24.364729,-47.023087
-23.716682,-46.257698
-34.67966,-58.308975
-34.905426,-57.9313
-30.015572,-51.167034
-24.10965,-65.48019
-26.337185,-48.791565
-23.583656,-46.62993
-22.999353,-43.418545
-24.098343,-64.4003
-34.500263,-58.47765
-8.693673,-35.856796
-25.55,-54.570858
-23.612421,-46.651424
-22.007383,-46.41059
-22.474949,-43.242466
-20.454683,-54.57732
-25.73,-54.53
-22.367897,-47.52421
-23.216896,-45.906315
-23.842628,-46.96405
-23.540068,-46.63971
-22.405365,-47.524666
-23.587778,-47.758358
-25.55,-54.570858
-27.4,-56.74
-22.405365,-47.524666
-32.052,-60.621593
-25.561188,-50.21143
-31.253891,-57.904324
-34.608204,-58.35397
-25.287,-57.651
-27.597815,-48.550117
-27.457064,-55.564854
-29.875463,-51.258514
-26.43,-55.8
-23.95534,-48.990112
-22.816902,-49.236687
-25.0,-57.55
-23.676266,-46.529976
-23.62981,-46.571777
-26.833805,-53.66549
-24.364729,-47.023087
-25.883043,-50.427155
-23.691973,-46.316048
-23.892998,-46.61889
-25.382915,-49.367234
-30.327456,-58.193314
-23.878134,-48.0015
-22.310295,-42.49676
-19.965948,-44.061085
-23.612091,-46.866684
-34.608204,-58.35397
-34.492,-58.479168
-23.406012,-46.080975
-3.539963,-40.455784
-21.850506,-47.427677
-27.73223,-48.81067
-20.224337,-42.322777
-25.55009,-54.570892
-32.366043,-54.186974
-25.437342,-49.247593
-30.860079,-64.518425
-20.097742,-43.48842
-15.579328,-56.104946
-23.57443,-46.628616
-21.668682,-48.246307
-15.65548,-47.858814
-20.362705,-40.658775
-26.513165,-49.117737
-28.077904,-48.63254
-34.492,-58.479168
-34.53852,-58.443703
-14.213289,-68.05578
-28.501017,-59.264545
-25.268293,-64.68098
-23.630272,-45.417557
-33.215107,-57.11152
-24.764416,-65.4019
-23.576815,-46.841537
-20.53478,-54.662548
-23.586197,-46.659103
-23.57443,-46.628616
-24.52654,-64.89166
-14.021771,-38.95614
-17.51875,-63.292698
-29.377966,-49.75983
-23.314735,-45.967205
-22.729914,-47.26288
-15.262474,-59.98199
-25.686123,-54.439857
-30.516666,-57.883167
-20.955675,-44.263218
-22.301428,-47.54604
-21.823933,-46.88353
-22.369822,-44.628468
-23.60959,-46.646946
-27.415556,-55.95457
-26.86401,-58.27403
-23.748117,-46.553146
-13.633183,-61.73454
-14.413172,-40.1356
-23.451113,-46.726368
-16.620695,-56.735313
-34.777306,-55.8299
-30.923725,-62.686985
-19.860228,-44.00749
-23.60959,-46.646946
-23.576815,-46.841537
-23.920078,-45.453613
-28.05,-56.033
-23.583656,-46.62993
-34.372135,-58.755398
-34.608204,-58.35397
-13.890383,-47.555706
-24.253616,-65.1309
-22.393581,-47.544205
-7.237008,-39.310444
-22.81411,-45.66913
-12.566242,-41.39041
-24.640413,-47.486553
-23.583656,-46.62993
-22.405365,-47.524666
-31.725874,-52.3606
-26.728085,-54.79793
-27.384413,-55.593163
-25.515411,-54.585056
-23.65576,-46.541084
-15.43634,-55.7248
-22.269485,-43.73357
-21.741688,-43.34825
-25.595362,-54.591385
-27.640253,-55.791054
-23.609615,-46.7427
-25.263834,-57.543
-22.393581,-47.544205
-16.47674,-56.67558
-27.635479,-56.813877
-34.608204,-58.35397
-23.986763,-46.22706
-24.312813,-47.000584
-23.284998,-46.622627
-23.456854,-46.53018
-23.33527,-46.6206
-23.53745,-46.630756
-24.014256,-46.275658
-30.049416,-51.193542
-23.983486,-46.309666
-23.671574,-64.86683
-21.996212,-47.424026
-32.124832,-60.6177
-22.484606,-44.47095
-22.442646,-47.555096
-27.547552,-56.511265
-25.287565,-57.559856
-21.191963,-43.341263
-8.693673,-35.856796
-26.780985,-48.65102
-23.579716,-65.39623
-26.511763,-49.11729
-22.405365,-47.524666
-23.606476,-46.769596
-20.817532,-41.89636
-23.772274,-46.771996
-24.215841,-64.394936
-24.734753,-47.52456
-24.014256,-46.275658
-24.269945,-48.398617
-25.000895,-59.382076
-19.96825,-44.185616
-25.55,-54.570858
-27.460835,-55.70433
-23.535881,-46.677258
-17.94836,-63.160572
-16.37861,-56.620834
-23.20025,-45.898674
-34.294373,-58.787582
-34.58255,-58.41701
-17.91578,-64.52607
-20.540491,-47.37684
-22.405365,-47.524666
-23.576815,-46.841537
-25.270166,-57.608833
-22.131186,-65.4633
-22.233668,-46.759061
-23.209736,-47.310566
-20.295675,-40.68148
-34.469345,-58.494965
-34.619682,-58.519096
-25.236515,-57.580723
-30.978184,-57.930477
-22.938774,-47.027035
-29.696846,-51.6866
-23.716682,-46.257698
-21.12946,-44.26727
-12.871849,-38.273525
-22.703138,-45.47843
-34.597405,-58.360798
-17.783253,-63.182328
-23.500227,-47.42579
-25.471853,-49.321236
-22.955738,-45.871254
-25.59771,-54.488827
-23.033346,-45.60335
-24.087006,-46.62322
-21.25869,-44.995583
-23.576815,-46.841537
-27.021381,-65.659744
-16.887417,-42.943188
-22.951653,-43.175488
-25.471853,-49.321236
-10.557524,-40.403027
-22.405317,-47.5476
-22.484606,-44.47095
-23.491941,-46.522892
-22.753671,-46.900854
-29.84696,-51.159473
-23.583656,-46.62993
-30.649672,-57.96301
-22.863455,-46.97719
-13.816259,-47.450527
-22.421297,-44.543507
-23.586197,-46.659103
-22.393581,-47.544205
-27.644806,-48.996838
-22.841652,-43.048077
-22.431982,-44.615078
-22.967442,-43.22412
-25.600147,-54.56202
-26.513165,-49.117737
-21.712711,-43.927353
-25.684155,-54.43856
-23.430994,-51.885582
-23.518398,-45.17059
-23.231565,-45.893227
-24.00366,-47.561188
-23.766666,-56.283333
-23.972183,-46.384678
-30.259995,-57.59753
-34.20305,-58.884197
-24.722443,-65.50787
-31.453733,-60.925056
-24.364729,-47.023087
-24.121708,-65.45266
-23.939663,-47.19778
-34.183743,-58.24996
-24.014256,-46.275658
-28.53552,-57.174225
-23.576815,-46.841537
-4.229536,-38.959393
-23.077265,-45.71143
-22.74229,-46.89855
-32.18081,-64.249794
-28.43295,-55.940033
-29.159044,-49.983402
-23.5855,-46.651894
-24.135689,-46.916744
-34.754543,-58.124363
-23.576815,-46.841537
-20.020489,-43.81938
-20.332684,-50.28834
-17.11743,-56.92916
-27.329838,-50.59364
-22.92413,-43.26828
-34.492,-58.479168
-14.293363,-67.33647
-23.596964,-46.772114
-20.173351,-42.26717
-20.050732,-43.928715
-27.378443,-65.30841
-25.515411,-54.585056
-23.500011,-46.94688
-19.943953,-41.420567
-18.09937,-64.5925
-23.763912,-46.340157
-27.09383,-56.019775
-27.868605,-56.87817
-25.552906,-54.581135
-23.586197,-46.659103
-15.109076,-44.239487
-15.43634,-55.7248
-23.031626,-44.701622
-23.543272,-46.642406
-22.418945,-44.23849
-34.18546,-58.501972
-25.603844,-57.063496
-12.474724,-41.454853
-22.931273,-43.99858
-14.81906,-45.97688
-24.726557,-65.50004
-23.491941,-46.522892
-23.523272,-46.52878
-24.014256,-46.275658
-23.213152,-47.96898
-23.87311,-46.44595
-25.614176,-49.50358
-7.1433,-34.83153
-22.405973,-47.560696
-23.659859,-46.52175
-28.513426,-59.263367
-25.328432,-57.507824
-23.6121,-46.1925
-22.405338,-47.558613
-22.941322,-43.076946
-25.55,-54.570858
-27.415663,-55.95472
-34.627632,-58.607586
-20.38228,-54.62258
-23.777185,-46.301388
-24.087006,-46.62322
-12.228089,-38.973976
-22.920986,-43.269215
-23.584932,-45.8244
-24.256865,-65.349236
-23.33527,-46.6206
-23.584932,-45.8244
-26.61958,-55.710728
-22.74829,-47.20798
-23.71302,-46.574986
-23.60959,-46.646946
-25.471853,-49.321236
-25.549364,-54.56586
-24.06224,-47.417435
-33.49216,-58.742523
-24.408049,-60.333916
-23.773743,-46.293037
-22.95148,-46.18283
-23.319443,-45.165565
-10.904951,-40.437843
-17.388613,-66.15598
-23.584255,-46.648933
-23.53745,-46.630756
-17.39239,-66.25489
-22.301428,-47.54604
-34.592484,-58.482414
-22.306263,-44.97442
-24.722443,-65.50787
-23.039162,-47.18383
-29.859877,-58.05781
-24.710863,-47.557724
-19.005817,-46.81543
-23.576815,-46.841537
-23.554747,-46.76344
-23.245901,-47.046284
-25.328432,-57.507824
-23.583834,-46.64547
-7.151779,-40.07175
-23.60959,-46.646946
-18.13737,-64.83089
-33.379257,-58.76919
-22.98151,-44.54401
-23.583656,-46.62993
-23.58383,-46.64673
-33.99943,-58.97873
-18.727947,-64.84266
-23.526262,-46.5186
-34.596355,-58.357483
-22.487577,-47.457104
-34.551067,-58.479797
-25.592752,-53.97393
-21.244444,-48.295834
-25.603586,-54.55384
-27.867432,-56.92025
-27.4,-56.74
-25.597137,-54.589394
-24.26784,-48.40946
-34.492,-58.479168
-31.871435,-58.211575
-23.74018,-50.937798
-22.310295,-42.49676
-25.215553,-57.229153
-22.92506,-45.453934
-23.410543,-46.03631
-24.098343,-64.4003
-26.637842,-55.664017
-22.932127,-43.23427
-23.583656,-46.62993
-33.498512,-58.79149
-31.662305,-60.761575
-7.085497,-40.083866
-24.256895,-48.41596
-26.227888,-48.680305
-23.664886,-46.551025
-23.583656,-46.62993
-22.62098,-52.172707
-27.664934,-57.05714
-23.9825,-46.306667
-31.18292,-55.891632
-24.292032,-48.617615
-21.81801,-47.139473
-23.712027,-46.408062
-23.60959,-46.646946
-22.405365,-47.524666
-5.286148,-41.625404
-22.1,-63.738
-21.889408,-43.878105
-5.056839,-42.59307
-24.69976,-65.386475
-15.444001,-55.824665
-27.579704,-48.507748
-16.90365,-42.981968
-23.494808,-46.613453
-28.53552,-57.174225
